GasCost;Avg-assignments;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-identifier-length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-identifier-length;Max-indentation-length;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-occurrences-single-character;Max-occurrences-single-identifier
0,02146618;0,035211268;0,077464789;0,147887324;0,556338028;0,091549296;6,428983516;0,007042254;6,612698413;0,056338028;45,10753968;0;0,697183099;0,014084507;0,147887324;0,549295775;0,084507042;4,753521127;16;12;8;102;99;2;64;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04118554;0,212121212;0,321969697;0,189393939;0,03030303;0,140151515;7,80297758;0,026515152;6,397373737;0,09469697;37,09519769;0,003787879;0,901515152;0,212121212;0,068181818;0,886363636;0,25;5,647727273;24;12;25;140;238;56;98;9
0,00536564;0,045454545;0,159090909;0,136363636;0,090909091;0,113636364;4,316666667;0;3,623931624;0,090909091;21,09401709;0,022727273;0,568181818;0,090909091;0,068181818;0,590909091;0,204545455;2,636363636;10;8;4;60;25;4;24;7
0,0133478;0,06741573;0,224719101;0,056179775;0,134831461;0,08988764;7,945833333;0,02247191;3,509803922;0,04494382;26,18627451;0,011235955;0,775280899;0,202247191;0,146067416;0,629213483;0,415730337;3,393258427;21;8;4;78;69;18;93;13
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,00405726;0,19047619;0,095238095;0,047619048;0,571428571;0;6;0,047619048;7,2;0,095238095;85,3;0;0,857142857;0,476190476;0,476190476;0,666666667;0,571428571;5,904761905;14;8;2;199;18;10;144;8
0,05115614;0,158371041;0,113122172;0,167420814;0;0,176470588;7,544899616;0,009049774;6,565189712;0,104072398;37,89750127;0;1,352941176;0,262443439;0,244343891;1,158371041;0,212669683;6,932126697;17;12;23;146;299;58;88;13
0,0013018;0,142857143;0;0,142857143;0;0,285714286;1,833333333;0;6,4;0,285714286;28,6;0;0,857142857;0;0,142857143;1,142857143;0;7;6;8;2;72;6;0;10;2
0,01840072;0,180722892;0,168674699;0,048192771;0,036144578;0,253012048;6,410160428;0;6,242424242;0,144578313;32,97727273;0;0,975903614;0,168674699;0,084337349;1,012048193;0,265060241;6,120481928;12;8;12;75;81;14;24;5
0,03525878;0,256944444;0,055555556;0,666666667;0;0;12,70952381;0;5,333333333;0,569444444;57,96747967;0;1,145833333;0;0;2,305555556;0,277777778;8,368055556;27;8;82;143;165;0;24;1
0,00139824;0,294498382;0,045307443;0,30420712;0,100323625;0,242718447;8,693328786;0,03236246;6,551454244;0,252427184;46,6566975;0;1,346278317;0,517799353;0,475728155;1,508090615;0;9,336569579;18;16;78;145;416;160;41;11
0,0404522;0,2;0,014285714;0,142857143;0,110714286;0,05;7,611066334;0,035714286;6,122902798;0,157142857;36,89182009;0,007142857;0,764285714;0,185714286;0,089285714;0,957142857;0,271428571;6,707142857;18;20;44;131;214;52;206;8
0,0190946;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;41,01133787;0;1,453125;0,09375;0,203125;1;0,15625;8,671875;16;8;7;101;93;6;34;9
0,01523824;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,0235747;0,138461538;0,115384615;0,153846154;0,238461538;0,269230769;6,96720244;0,007692308;6,207792208;0,138461538;41,14366883;0;1,138461538;0,215384615;0,192307692;1,323076923;0,261538462;6,376923077;17;12;18;99;148;28;45;6
0,01551562;0,067567568;0,054054054;0,148648649;0,459459459;0,081081081;6,560227273;0;6,483333333;0,067567568;52,51041667;0;0,72972973;0,054054054;0,243243243;0,459459459;0,108108108;6,432432432;12;8;5;176;54;4;47;5
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02376496;0,252631579;0;0,357894737;0,010526316;0,094736842;7,238153513;0,010526316;5,888886114;0,294736842;44,43916916;0;1,610526316;0,189473684;0;1,852631579;0,589473684;7,073684211;22;12;28;143;153;18;60;10
0,01523608;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,00139824;0,115384615;0,192307692;0,384615385;0,115384615;0;5,566666667;0;7,733333333;0,076923077;47,06666667;0;1,153846154;0,269230769;0,153846154;1,692307692;0,576923077;6,153846154;10;12;2;143;30;7;54;8
0,00139824;0,123333333;0,09;0,296666667;0,4;0,203333333;4,438838653;0,033333333;7,404545455;0,106666667;46,02405303;0,01;0,823333333;0,46;0,15;1,186666667;0,073333333;6,533333333;14;20;32;145;247;138;100;13
0,001398;0;0;0,416666667;0,583333333;0;4,75;0;5,333333333;0,166666667;56,33333333;0;0,333333333;0;0;0,666666667;0,083333333;2,916666667;16;8;2;116;4;0;18;1
0,01032656;0,307692308;0,153846154;0,346153846;0,076923077;0,076923077;6,483870968;0,038461538;8,705882353;0,076923077;44,82352941;0;1,192307692;0,769230769;0,269230769;1,307692308;0,423076923;8,192307692;11;12;2;84;31;20;85;8
0,00139824;0,085714286;0,082142857;0,317857143;0,425;0,035714286;3,832851956;0,021428571;7,223617315;0,107142857;39,82393921;0,003571429;0,846428571;0,192857143;0,092857143;1,078571429;0,096428571;5,560714286;10;16;30;109;237;54;71;8
0,02101278;0,086419753;0,172839506;0,172839506;0,074074074;0,086419753;6,272751514;0;5,398639456;0,086419753;34,38588435;0;1,160493827;0,074074074;0,148148148;0,790123457;0,148148148;4,802469136;11;6;7;94;94;6;33;7
0,00277958;0;0,285714286;0,142857143;0;0;4,75;0;6;0,071428571;28,25;0;0,285714286;0,142857143;0,071428571;0,428571429;0;2,428571429;5;8;1;57;4;2;10;1
0,01523456;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,0167608;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,43217893;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,4;11;12;8;104;58;6;29;6
0,01880674;0,095890411;0,178082192;0,150684932;0,095890411;0,164383562;6,263302277;0;5,402116402;0,082191781;35,72420635;0;1,02739726;0,109589041;0,136986301;0,739726027;0,136986301;4,589041096;11;6;6;94;75;8;57;6
0,03648662;0,206896552;0,094827586;0,284482759;0,017241379;0,232758621;6,082556432;0,051724138;3,105935128;0,155172414;45,51261646;0,025862069;1,301724138;0,327586207;0,181034483;1,327586207;0,482758621;5,232758621;16;8;18;123;151;38;85;21
0,04348474;0,115727003;0,014836795;0,069732938;0,287833828;0,040059347;11,25417096;0,011869436;7,306048683;0,06231454;30,68397121;0,00148368;0,553412463;0,115727003;0,106824926;0,706231454;0,069732938;5,424332344;27;28;42;139;373;78;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,00139824;0,117647059;0;0,235294118;0;0,470588235;1,567460317;0,058823529;2,7375;0,470588235;57,1125;0;1,352941176;0,235294118;0,294117647;2;0;6,941176471;6;6;8;100;23;4;10;3
0,04853158;0,187793427;0,183098592;0,03286385;0,061032864;0,093896714;7,700865815;0,046948357;7,558792371;0,056338028;38,90619479;0,014084507;1,004694836;0,281690141;0,093896714;1,023474178;0,403755869;5,685446009;23;20;12;141;214;60;197;24
0,00139824;0,037037037;0,148148148;0,222222222;0;0,148148148;1,196428571;0,074074074;3,05;0,296296296;29,375;0;0,666666667;0,222222222;0,148148148;1,259259259;0,148148148;4,333333333;3;6;8;72;18;6;12;3
0,00139824;0,115384615;0,153846154;0,153846154;0,076923077;0,307692308;1,614583333;0;3,1;0,307692308;26,9625;0;0,846153846;0,076923077;0,192307692;1,153846154;0;4,807692308;6;4;8;70;22;2;17;3
0,01988238;0,092105263;0,217105263;0,039473684;0,131578947;0,203947368;8,071022727;0,065789474;7,409159919;0,065789474;35,81059319;0;0,664473684;0,236842105;0,019736842;1,065789474;0,282894737;5,230263158;20;16;10;126;101;36;69;14
0,01443878;0,191489362;0,117021277;0,074468085;0,063829787;0,255319149;6,358333333;0,053191489;6,572522523;0,095744681;32,98834459;0;1;0,531914894;0,191489362;0,872340426;0,170212766;8,010638298;12;12;9;72;94;50;53;15
0,0214713;0,055172414;0,075862069;0,144827586;0,565517241;0,089655172;6,399221612;0,006896552;6,779365079;0,055172414;49,00337302;0;0,710344828;0,04137931;0,179310345;0,551724138;0,082758621;5,503448276;16;12;8;108;103;6;64;9
0,01344092;0,079207921;0,138613861;0,108910891;0,128712871;0,069306931;4,942857143;0,01980198;7,16021978;0,079207921;24,60537241;0;0,485148515;0,079207921;0,069306931;0,514851485;0,207920792;4,603960396;12;12;8;87;49;8;31;5
0,0082329;0,075;0;0;0;0,125;6,925925926;0,025;5,851370851;0,1375;19,56060606;0;0,6;0,1;0,0375;0,65;0,2375;4,725;23;12;11;54;48;8;22;4
0,02951468;0,21761658;0,18134715;0,025906736;0,269430052;0,062176166;9,307460128;0,010362694;6,762481962;0,03626943;29,91820587;0;0,538860104;0,424870466;0,025906736;0,404145078;0,051813472;4,119170984;19;12;7;103;104;82;86;32
0,01477548;0,018518519;0,203703704;0,185185185;0,074074074;0,111111111;5,584627329;0;6,785714286;0,055555556;36,14880952;0;0,833333333;0;0,12962963;0,555555556;0,12962963;4,759259259;9;8;3;80;45;0;31;6
0,00139824;0,076923077;0,153846154;0,153846154;0;0,307692308;1,567460317;0,038461538;3,154166667;0,307692308;25,425;0;0,884615385;0,153846154;0,192307692;1,307692308;0;5,115384615;6;6;8;72;23;4;10;3
0,0167207;0,1;0,185714286;0,071428571;0;0,071428571;7,255555556;0;5,577777778;0,142857143;31,66666667;0;0,685714286;0,028571429;0;0,885714286;0,142857143;4,871428571;12;8;10;70;48;2;26;5
0,03378776;0,164179104;0,029850746;0,119402985;0,253731343;0,149253731;9,141904762;0,014925373;3,466666667;0,104477612;43,15641026;0,029850746;0,791044776;0,507462687;0,149253731;1,074626866;0,28358209;3,582089552;19;6;7;122;53;34;93;13
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,01006534;0,206349206;0,063492063;0,095238095;0,206349206;0,142857143;4,341666667;0,047619048;6,920634921;0,079365079;33,41269841;0;0,761904762;0,507936508;0,111111111;0,888888889;0,19047619;6,444444444;12;12;5;89;48;32;60;9
0,00261582;0;0;0;0;0;3,75;0;6;0,181818182;30,5;0;0,363636364;0,181818182;0,090909091;0,909090909;0,454545455;2,363636364;5;8;2;51;4;2;9;2
0,01688118;0,191919192;0,232323232;0,090909091;0,070707071;0,111111111;6,571860107;0,04040404;5,197037037;0,111111111;31,25;0;0,95959596;0,101010101;0,080808081;0,747474747;0,232323232;4,818181818;18;10;11;74;95;10;89;10
0,0234573;0,277227723;0,099009901;0,247524752;0;0,118811881;7,560160125;0,00990099;7,586394558;0,089108911;38,28503401;0,02970297;1,217821782;0,356435644;0,227722772;1,108910891;0,148514851;8,415841584;19;12;9;100;123;36;66;6
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,20126263;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;62;23;6;19;2
0,02122498;0,061538462;0,115384615;0,084615385;0,123076923;0,161538462;7,272233894;0,053846154;7,158922842;0,123076923;31,7770862;0;0,684615385;0,076923077;0,076923077;0,723076923;0,169230769;5,907692308;31;13;16;87;89;10;45;7
0,01333742;0,178571429;0,178571429;0,071428571;0;0,071428571;7,104166667;0;5,740740741;0,160714286;30,54166667;0;0,803571429;0,142857143;0,017857143;0,964285714;0,160714286;5,589285714;12;8;9;72;45;8;22;5
0,02978132;0,247863248;0,068376068;0,222222222;0,051282051;0,256410256;6,639110402;0,076923077;3,994539411;0,111111111;30,66405508;0,034188034;1,205128205;0,188034188;0,247863248;1,538461538;0,196581197;6,153846154;19;8;13;169;141;22;82;11
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,20126263;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;62;23;6;19;2
0,0152348;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,00514538;0,176470588;0,029411765;0;0,147058824;0,117647059;7,543478261;0,058823529;6,595238095;0,088235294;37,21428571;0;0,705882353;0,470588235;0,147058824;0,705882353;0,470588235;6,264705882;10;12;3;101;24;16;49;9
0,02648634;0,125;0,194444444;0,104166667;0,034722222;0,055555556;8,031187146;0;6,494443008;0,097222222;28,21066203;0;0,597222222;0,069444444;0,027777778;0,597222222;0,243055556;4,805555556;20;12;14;90;86;10;65;11
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,20126263;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;62;23;6;19;2
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,05123874;0,168421053;0,196491228;0,210526316;0,119298246;0,09122807;7,596266067;0,031578947;6,316512821;0,126315789;35,94002564;0,003508772;0,880701754;0,231578947;0,063157895;1,073684211;0,189473684;5,936842105;20;16;36;99;251;66;194;20
0,00551524;0,151515152;0,181818182;0;0;0,151515152;6,108333333;0,060606061;6,996969697;0,060606061;26,60378788;0,03030303;0,636363636;0,121212121;0,060606061;1,03030303;0,121212121;6,666666667;13;16;2;67;21;4;13;3
0,0012969;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,0240318;0,257731959;0;0,371134021;0,06185567;0,072164948;7,21725462;0,010309278;5,892673993;0,288659794;43,48587454;0;1,618556701;0,226804124;0;1,855670103;0,608247423;6,226804124;21;12;28;143;157;22;65;10
0,01909412;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;40,91609977;0;1,453125;0,09375;0,203125;1;0,15625;8,671875;16;8;7;101;93;6;34;9
0,00480064;0,19047619;0,095238095;0,19047619;0,047619048;0;5,808333333;0;7,727272727;0,142857143;32,02272727;0;0,904761905;0,19047619;0;1,523809524;0;7,666666667;11;16;3;65;19;4;27;3
0,02122498;0,060150376;0,112781955;0,082706767;0,142857143;0,157894737;7,272233894;0,052631579;7,158922842;0,120300752;31,74375286;0;0,669172932;0,07518797;0,07518797;0,706766917;0,165413534;5,77443609;31;13;16;87;89;10;45;7
0,0148879;0,064102564;0,051282051;0,141025641;0,448717949;0,115384615;6,628977273;0,012820513;6,529487179;0,064102564;52,32580128;0;0,692307692;0,153846154;0,230769231;0,512820513;0,128205128;7,115384615;15;8;5;179;54;12;68;5
0,02122762;0,060150376;0,112781955;0,082706767;0,142857143;0,157894737;7,272233894;0,052631579;7,158922842;0,120300752;32,11041953;0;0,669172932;0,07518797;0,07518797;0,706766917;0,165413534;5,77443609;31;13;16;87;89;10;45;7
0,01559384;0,155172414;0;0,112068966;0,034482759;0,129310345;6,694557548;0,00862069;5,824542125;0,094827586;37,52124542;0,00862069;0,956896552;0,189655172;0,120689655;0,931034483;0,49137931;6,017241379;29;16;11;92;111;22;48;6
0,02474408;0,058139535;0,098837209;0,145348837;0,36627907;0,122093023;6,787024348;0,01744186;7,412063492;0,058139535;40,57738095;0;0,720930233;0,069767442;0,093023256;0,627906977;0,104651163;5,563953488;16;16;10;101;124;12;34;9
0,01627308;0,145454545;0,145454545;0,127272727;0;0,072727273;6,268333333;0,090909091;6,831746032;0,109090909;28,92571429;0;1,163636364;0,145454545;0,163636364;0,981818182;0,2;6,054545455;11;12;6;63;64;8;28;5
0,00463262;0,130434783;0,065217391;0,304347826;0,47826087;0,02173913;2,940909091;0,065217391;6,854166667;0,086956522;43,3125;0;0,586956522;0,391304348;0,02173913;0,956521739;0,02173913;4,695652174;9;12;4;123;27;18;70;6
0,0152348;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,02027248;0,030534351;0,083969466;0,160305344;0,58778626;0,083969466;6,377847153;0,007633588;6,587698413;0,061068702;49,16309524;0;0,679389313;0,015267176;0,183206107;0,595419847;0,099236641;5,877862595;14;12;8;114;89;2;43;6
0,02140148;0,055172414;0,075862069;0,144827586;0,55862069;0,089655172;6,295650183;0,006896552;6,731746032;0,055172414;48,84563492;0;0,696551724;0,04137931;0,165517241;0,537931034;0,082758621;5,979310345;16;12;8;126;101;6;64;9
0,01551538;0,068493151;0,054794521;0,123287671;0,369863014;0,082191781;6,685227273;0;6,483333333;0,068493151;44,28541667;0;0,739726027;0,054794521;0,150684932;0,465753425;0,109589041;5,767123288;16;8;5;113;54;4;43;5
0,02139612;0,055172414;0,075862069;0,144827586;0,55862069;0,089655172;6,295650183;0,006896552;6,731746032;0,055172414;49,04206349;0;0,696551724;0,04137931;0,165517241;0,537931034;0,082758621;6,337931034;16;12;8;129;101;6;64;9
0,03469862;0,1;0,158823529;0,170588235;0,082352941;0,041176471;6,698521716;0,094117647;7,278787879;0,088235294;34,0544733;0,005882353;0,835294118;0,129411765;0,076470588;1,082352941;0,258823529;6,8;16;16;15;102;142;22;61;9
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02568476;0,244897959;0,136054422;0,129251701;0,027210884;0,170068027;9,528911565;0,027210884;3,342010073;0,142857143;35,92034602;0;0,931972789;0,272108844;0,06122449;1,142857143;0,176870748;4,217687075;31;8;21;319;137;40;112;8
0,00129714;0;0,063829787;0,063829787;0,468085106;0,170212766;2,880952381;0,021276596;2,73015873;0,127659574;23,66666667;0;0,382978723;0,085106383;0,127659574;0,553191489;0;2,446808511;11;4;6;70;18;4;14;3
0,02293344;0,062937063;0,104895105;0,097902098;0,13986014;0,146853147;7,356792717;0,048951049;7,368717735;0,118881119;32,57303651;0;0,685314685;0,083916084;0,076923077;0,713286713;0,160839161;5,881118881;35;13;17;87;98;12;45;7
0,01676056;0,12962963;0,111111111;0,203703704;0,148148148;0,12962963;6,42718254;0,018518519;6,402886003;0,148148148;46,5036075;0;1,074074074;0,111111111;0,185185185;0,888888889;0,148148148;9,351851852;11;12;8;103;58;6;29;6
0,02679838;0,145922747;0,030042918;0,094420601;0,158798283;0,197424893;7,852744057;0,094420601;8,433862434;0,064377682;39,83927554;0,004291845;0,708154506;0,30472103;0,210300429;0,995708155;0,30472103;8,703862661;20;28;15;107;165;71;154;16
0,02514766;0,109311741;0,153846154;0,064777328;0,12145749;0,08097166;7,395340504;0,04048583;6,621574802;0,141700405;40,05719751;0,008097166;1,052631579;0,145748988;0,437246964;1,457489879;0,117408907;6,578947368;17;16;35;115;260;36;127;10
0,0231321;0,192307692;0,141025641;0,243589744;0,064102564;0,012820513;7,571069908;0,012820513;6,369312169;0,153846154;44,3537037;0;1,217948718;0,153846154;0,051282051;1,230769231;0,320512821;6,897435897;16;12;12;98;95;12;44;5
0,00129714;0,12;0,12;0,16;0,08;0,32;1,7375;0;6,2;0,32;30,225;0;0,88;0,08;0,2;1,2;0;7,24;7;8;8;72;22;2;17;3
0,00332112;0,181818182;0,03030303;0,242424242;0;0,060606061;3,8125;0,181818182;7,842105263;0,121212121;36,57236842;0,03030303;1,121212121;0,363636364;0,333333333;1,454545455;0;11,09090909;17;12;4;75;37;12;42;6
0,02140068;0,055172414;0,075862069;0,144827586;0,55862069;0,089655172;6,295650183;0,006896552;6,731746032;0,055172414;48,32777778;0;0,696551724;0,04137931;0,165517241;0,537931034;0,082758621;5,813793103;16;12;8;119;101;6;64;9
0,0252435;0,114035088;0,078947368;0,245614035;0,035087719;0,078947368;6,204695389;0,00877193;6,827505828;0,157894737;37,08502331;0;1,087719298;0,070175439;0,078947368;1,070175439;0,192982456;4,385964912;16;13;18;95;124;8;45;7
0,01432716;0,044776119;0,014925373;0,164179104;0;0,149253731;7,072940503;0,029850746;7,126216641;0,149253731;36,27930403;0;0,895522388;0,089552239;0,089552239;0,865671642;0,104477612;7,402985075;12;16;10;102;60;6;24;7
0,01194178;0,09375;0,109375;0;0;0,1875;8,316666667;0;5,873015873;0,125;31,08597884;0;0,703125;0,03125;0,046875;0,875;0,171875;4,328125;18;8;8;68;45;2;25;2
0,02479488;0,218181818;0,227272727;0,209090909;0,009090909;0,154545455;5,544908647;0;6,022566323;0,154545455;34,76711344;0;1,236363636;0,145454545;0,018181818;1,436363636;0,109090909;5,618181818;12;8;17;92;136;16;44;7
0,0152368;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,01081372;0,085714286;0,085714286;0,385714286;0;0,071428571;5,863392857;0;7,723232323;0,128571429;41,16380471;0,028571429;0,885714286;0,142857143;0,057142857;1,028571429;0,214285714;6,742857143;18;16;9;104;62;10;32;7
0,00139824;0,222222222;0;0,444444444;0;0,5;1,9875;0;6;0,444444444;34,8125;0;1,388888889;0,222222222;0,277777778;1,777777778;0;9,777777778;7;8;8;65;25;4;10;3
0,02293392;0,062937063;0,104895105;0,097902098;0,13986014;0,146853147;7,356792717;0,048951049;7,368717735;0,118881119;32,59576379;0;0,685314685;0,083916084;0,076923077;0,713286713;0,160839161;5,881118881;35;13;17;87;98;12;45;7
0,00820654;0,089285714;0;0,035714286;0;0,196428571;6,181269841;0,035714286;5,605974026;0,178571429;24,7674026;0;0,517857143;0,071428571;0;0,75;0,214285714;5,535714286;14;12;10;69;29;4;21;3
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,20126263;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;62;23;6;19;2
0,00271228;0;0;0;0;0,115384615;3,194444444;0,076923077;5,481481481;0,230769231;20,81481481;0;0,269230769;0,076923077;0;0,923076923;0,230769231;4,769230769;12;12;6;48;7;2;8;2
0,06347084;0,142118863;0,126614987;0,38501292;0,131782946;0,049095607;9,097065004;0,100775194;8,059198094;0,056847545;37,0889665;0,005167959;0,92248062;0,080103359;0,012919897;1,173126615;0,103359173;1,793281654;35;16;22;240;357;31;131;8
0,01523896;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,00614996;0,105263158;0,026315789;0,026315789;0,236842105;0,131578947;6,875;0;5,555555556;0,157894737;33,51388889;0;0,657894737;0,157894737;0,105263158;0,947368421;0,263157895;5,868421053;14;8;6;97;25;6;24;3
0,01909412;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;40,91609977;0;1,453125;0,09375;0,203125;1;0,15625;8,65625;16;8;7;101;93;6;34;9
0,00891014;0,188679245;0,075471698;0,056603774;0,018867925;0,301886792;9,182954545;0,150943396;3,580392157;0,075471698;32,95686275;0;1,358490566;0,603773585;0,188679245;1,509433962;0,377358491;5,226415094;15;6;4;69;72;32;69;12
0,05583228;0,173410405;0,115606936;0,23699422;0,040462428;0,179190751;7,042266546;0,046242775;3,52139187;0,144508671;37,73919915;0,014450867;1,104046243;0,242774566;0,054913295;1,526011561;0,167630058;5,332369942;18;10;50;184;382;84;133;14
0,00139824;0,115384615;0,115384615;0,153846154;0;0,307692308;1,614583333;0,038461538;3,2375;0,307692308;25,6625;0;0,846153846;0,153846154;0,192307692;1,307692308;0;5,692307692;6;6;8;74;22;4;11;3
0,00340316;0,111111111;0,277777778;0;0;0;4,916666667;0;5,666666667;0,166666667;30,45833333;0;0,5;0,111111111;0;0,777777778;0,388888889;2,888888889;8;8;3;64;9;2;10;3
0,00820654;0,1;0;0,04;0;0,22;6,181269841;0,04;5,605974026;0,2;24,7874026;0;0,58;0,08;0;0,84;0,24;5,1;14;12;10;69;29;4;21;3
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04158614;0,112927192;0,017830609;0,069836553;0,280832095;0,040118871;11,11546128;0,011887073;7,283928867;0,062407132;29,70977766;0,001485884;0,551263001;0,106983655;0,102526003;0,701337296;0,071322437;5,408618128;27;28;42;139;371;72;292;9
0,015238;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,01561062;0,066666667;0,053333333;0,146666667;0,466666667;0,093333333;6,485795455;0;6,501515152;0,066666667;53,79223485;0;0,746666667;0,106666667;0,266666667;0,48;0,133333333;7,066666667;12;8;5;178;56;8;60;5
0,04450478;0,107734807;0,162983425;0,182320442;0,063535912;0,151933702;6,674073234;0,016574586;7,174931682;0,085635359;27,94861038;0,013812155;0,76519337;0,077348066;0,063535912;0,607734807;0,201657459;6,933701657;17;16;31;91;277;28;90;9
0,01909612;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;39,09750567;0;1,453125;0,09375;0,203125;1;0,15625;6,65625;16;8;7;101;93;6;34;9
0,00515968;0,043478261;0,108695652;0;0,086956522;0,065217391;6,740800866;0;6,3;0,108695652;26,2875;0;0,543478261;0,086956522;0,043478261;0,608695652;0,260869565;4,108695652;11;8;5;82;25;4;46;6
0,00906482;0,109375;0,15625;0,03125;0;0,171875;6,284632035;0,046875;5,807575758;0,171875;23,2969697;0;0,53125;0,0625;0;0,84375;0,203125;5,296875;15;12;11;82;34;4;25;3
0,03167832;0,084615385;0,107692308;0,184615385;0,023076923;0,123076923;6,758424564;0;6,297052154;0,138461538;40,82726757;0;1,1;0,030769231;0,138461538;0,969230769;0,192307692;6,730769231;23;8;18;149;143;4;50;6
