GasCost;Avg-assignments;Avg-blank-lines;Avg-commas;Avg-comments;Avg-comparisons;Avg-identifier-length;Avg-conditionals;Avg-indentation-length;Avg-keywords;Avg-line-length;Avg-loops;Avg-number-of-identifiers;Avg-numbers;Avg-operators;Avg-parenthesis;Avg-periods;Avg-spaces;Max-identifier-length;Max-indentation-length;Max-keywords;Max-line-length;Max-number-of-identifiers;Max-numbers;Max-occurrences-single-character;Max-occurrences-single-identifier
0,00139824;0,12;0;0,16;0,08;0,32;1,614583333;0;3,05;0,32;28,6125;0;0,88;0,08;0,2;1,2;0;5,04;6;4;8;71;22;2;17;3
0,01684114;0,111111111;0,174603175;0,142857143;0,111111111;0,126984127;6,2626294;0;5,382539683;0,079365079;35,39404762;0;0,952380952;0,126984127;0,126984127;0,666666667;0,142857143;4,301587302;11;6;5;94;60;8;56;6
0,0214296;0,054794521;0,075342466;0,143835616;0,561643836;0,089041096;6,295650183;0,006849315;6,731746032;0,054794521;47,25634921;0;0,691780822;0,095890411;0,191780822;0,534246575;0,082191781;5,506849315;16;12;8;104;101;14;64;9
0,0174015;0,103896104;0,168831169;0,142857143;0,077922078;0,142857143;7,013457854;0,038961039;2,330934343;0,155844156;33,18263889;0;0,935064935;0,077922078;0;1,038961039;0,220779221;3,545454545;12;7;12;98;72;6;27;7
0,0013018;0,130434783;0,130434783;0,173913043;0;0,347826087;1,614583333;0;0;0,347826087;24,7625;0;0,956521739;0,086956522;0,217391304;1,304347826;0;3;6;0;8;72;22;2;12;3
0,02069182;0,12345679;0;0,197530864;0,098765432;0,098765432;6,396133496;0,024691358;6,244444444;0,111111111;34,2037037;0;1,111111111;0,12345679;0,160493827;0,864197531;0,148148148;5,716049383;16;12;9;103;90;10;34;9
0,0154547;0,120879121;0;0;0,120879121;0,263736264;8,135042735;0,021978022;6,287218045;0,087912088;30,21409774;0,021978022;0,67032967;0,043956044;0,043956044;0,725274725;0,21978022;5,406593407;25;12;8;84;61;4;103;7
0,01514512;0,044776119;0,089552239;0,164179104;0;0,208955224;6,548707952;0,029850746;4,194444444;0,119402985;34,64814815;0;1;0,179104478;0,104477612;0,865671642;0,134328358;5,47761194;11;11;8;93;67;12;48;8
0,0328776;0,106508876;0,01183432;0,189349112;0,236686391;0,094674556;6,360407945;0,01183432;6,479059503;0,094674556;37,09508743;0;0,869822485;0,082840237;0,059171598;0,875739645;0,088757396;5,24852071;18;16;16;110;147;14;139;7
0,0155149;0,0625;0,05;0,1125;0,3;0,075;6,549512987;0;6,501515152;0,0625;38,77859848;0;0,6875;0,05;0,1125;0,425;0,1;4,875;12;8;5;74;55;4;43;5
0,01523432;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,00139824;0,076923077;0,153846154;0,153846154;0;0,307692308;1,567460317;0,038461538;3,154166667;0,307692308;25,425;0;0,884615385;0,153846154;0,192307692;1,307692308;0;5,115384615;6;6;8;72;23;4;10;3
0,01478932;0,051724138;0,103448276;0,137931034;0,120689655;0,120689655;7,133333333;0;6;0,103448276;35,08333333;0;0,655172414;0,137931034;0,051724138;0,862068966;0,189655172;4,517241379;14;8;6;111;38;8;62;5
0,01909444;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;38,78798186;0;1,453125;0,09375;0,203125;1;0,15625;6,640625;16;8;7;101;93;6;34;9
0,0029435;0,2;0;0,2;0;0;4,75;0;7,333333333;0,2;55,33333333;0;0,8;0;0;2,6;0,2;6,6;7;10;1;88;4;0;16;1
0,02059466;0,122340426;0,079787234;0,063829787;0,095744681;0,069148936;7,480939299;0,026595745;6,236480569;0,14893617;34,19790836;0;0,664893617;0,106382979;0,026595745;0,946808511;0,329787234;6,132978723;20;24;28;111;125;20;103;10
0,00129714;0,107142857;0,107142857;0,142857143;0,071428571;0,285714286;1,614583333;0,035714286;3,2375;0,285714286;25,1625;0;0,785714286;0,142857143;0,178571429;1,214285714;0;5;6;6;8;70;22;4;17;3
0,01551466;0,067567568;0,054054054;0,148648649;0,459459459;0,081081081;6,497727273;0;6,483333333;0,067567568;52,16041667;0;0,72972973;0,054054054;0,243243243;0,459459459;0,108108108;6,432432432;12;8;5;176;54;4;47;5
0,02514742;0,099264706;0,077205882;0,0625;0,1875;0,073529412;7,395340504;0,036764706;6,618826825;0,128676471;34,86503297;0,007352941;0,955882353;0,132352941;0,400735294;1,323529412;0,106617647;2,5;17;16;35;106;260;36;127;10
0,00341652;0,105263158;0,052631579;0;0;0;4,25;0;6,166666667;0,105263158;26,41666667;0;0,210526316;0;0;0,526315789;0,157894737;5;6;9;2;55;4;0;12;1
0,00201186;0,142857143;0,142857143;0;0;0;5,5;0;5,333333333;0,142857143;24,66666667;0;0,285714286;0;0;0,571428571;0;3,142857143;6;8;1;46;2;0;7;1
0,01285534;0,037037037;0,259259259;0,240740741;0;0,148148148;6,534825742;0;6,153968254;0,148148148;41,90674603;0;1,074074074;0,074074074;0,092592593;0,888888889;0,166666667;5,314814815;11;8;8;100;58;4;23;7
0,00346714;0,125;0,1875;0;0;0,125;5,111111111;0;5,555555556;0,125;23,88888889;0;0,5625;0;0;0,75;0,125;4,5;9;8;2;67;9;0;11;1
0,08405446;0,170212766;0,203647416;0,237082067;0,130699088;0,14893617;7,191975628;0,012158055;4,300507627;0,097264438;40,9475688;0,018237082;1,063829787;0,316109422;0,17325228;0,94224924;0,212765957;5,352583587;24;57;32;173;350;104;78;7
0,02417384;0,13125;0,075;0,13125;0,5375;0,08125;6,960650183;0,00625;6,871031746;0,05;50,23670635;0;0,75625;0,3;0,325;0,5;0,06875;7,075;21;12;8;107;121;48;75;9
0,02164446;0,054794521;0,075342466;0,143835616;0,561643836;0,089041096;6,399221612;0,006849315;6,731746032;0,054794521;47,55992063;0;0,705479452;0,04109589;0,178082192;0,547945205;0,082191781;5,349315068;16;12;8;105;103;6;64;9
0,0134995;0,14;0,1;0,02;0;0,08;6,710784314;0,02;7,2;0,06;35,81764706;0,02;0,8;0,36;0,28;0,6;0,24;5,04;20;12;3;84;40;18;56;7
0,0061771;0;0;0,08;0;0,08;7,35;0;5,466666667;0,2;28,8;0;0,6;0;0,08;1,2;0,24;4,52;13;8;5;84;15;0;11;1
0,0152404;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,0389026;0,127358491;0,183962264;0,169811321;0,174528302;0,122641509;8,170388449;0,04245283;3,614120694;0,070754717;31,55358521;0;0,740566038;0,556603774;0,099056604;0,971698113;0,339622642;3,509433962;20;6;15;112;157;118;147;22
0,01618608;0,048543689;0,087378641;0,194174757;0,087378641;0,087378641;7,05274359;0;6,084444444;0,145631068;37,07;0;0,650485437;0,13592233;0,077669903;0,796116505;0,281553398;3,737864078;15;16;15;136;67;14;46;6
0,01924808;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;38,69274376;0;1,453125;0,09375;0,203125;1;0,15625;6,640625;16;8;7;101;93;6;34;9
0,01556046;0,051948052;0,012987013;0,142857143;0;0,155844156;6,616258528;0,025974026;7,445138889;0,12987013;34,44791667;0;0,896103896;0,077922078;0,090909091;0,831168831;0,116883117;7,402597403;12;13;10;96;69;6;26;8
0,0013018;0,130434783;0,130434783;0,173913043;0;0,347826087;1,614583333;0;6,2;0,347826087;30,7375;0;0,956521739;0,086956522;0,217391304;1,304347826;0;7,695652174;6;8;8;75;22;2;12;3
0,05073806;0,194594595;0,159459459;0,267567568;0;0,245945946;8,230359401;0,07027027;4,472015213;0,067567568;30,50457549;0,010810811;1,059459459;0,778378378;0,251351351;1,162162162;0,159459459;6,462162162;30;40;25;120;392;288;134;18
0,0170265;0,118644068;0,101694915;0,186440678;0,13559322;0,118644068;5,509013605;0,016949153;6,297711812;0,169491525;43,71737786;0;0,983050847;0,169491525;0,186440678;0,915254237;0,13559322;8,983050847;11;12;10;101;58;10;29;6
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04175806;0,111111111;0,013333333;0,06962963;0,278518519;0,04;10,84556881;0,011851852;7,264574029;0,062222222;29,6275196;0,001481481;0,548148148;0,106666667;0,102222222;0,702222222;0,06962963;5,442962963;27;28;42;139;370;72;292;9
0,02503578;0,148760331;0,140495868;0,272727273;0,033057851;0,099173554;8,052476946;0,016528926;8,303309745;0,074380165;38,15254312;0,008264463;0,785123967;0,26446281;0,115702479;0,776859504;0,446280992;7,165289256;20;46;9;136;95;32;55;7
0,1003624;0,016304348;0,25;0,236413043;0,002717391;1,317934783;2,147272727;0,114130435;3,644444444;0,244565217;33,36666667;0,002717391;1,16576087;1,320652174;0,005434783;1,690217391;0,008152174;6,796195652;5;6;90;74;429;486;17;6
0,00897864;0,076923077;0,076923077;0;0;0,153846154;6;0,038461538;6,844444444;0,192307692;28,46666667;0;0,615384615;0;0;1,153846154;0,346153846;6,307692308;11;12;5;72;16;0;29;4
0,0013018;0,12;0,12;0,16;0,08;0,32;1,614583333;0;2,1;0,32;26,8625;0;0,88;0,08;0,2;1,2;0;4,28;6;3;8;73;22;2;18;3
0,03534878;0,156565657;0,085858586;0,156565657;0;0,262626263;6,81000384;0,080808081;6,131962661;0,101010101;33,07570575;0;0,919191919;0,575757576;0,151515152;1,01010101;0,257575758;3,97979798;17;24;20;124;182;114;304;16
0,01523488;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,00139824;0,048780488;0,097560976;0,097560976;0,365853659;0,195121951;1,567460317;0,024390244;3,154166667;0,195121951;25,425;0;0,56097561;0,097560976;0,12195122;0,829268293;0;3,243902439;6;6;8;72;23;4;17;3
0,0204181;0,083333333;0,145833333;0,114583333;0,260416667;0,104166667;7,279510012;0;6,050793651;0,09375;36,42936508;0;0,8125;0,020833333;0;0,833333333;0,166666667;3,90625;19;8;9;105;78;2;37;7
0,01523656;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,01725532;0,15;0,116666667;0,3;0,066666667;0,116666667;6,586858974;0,016666667;6,742857143;0,1;40,40925926;0;1,183333333;0,1;0,133333333;0,966666667;0,116666667;7,883333333;16;12;6;101;71;6;34;9
0,00905388;0,173913043;0,065217391;0;0,065217391;0,130434783;6,365853659;0,108695652;11,11111111;0,043478261;36,25925926;0;0,891304348;0,391304348;0,326086957;0,739130435;0,391304348;8,282608696;17;20;2;122;41;18;88;14
0,00673268;0;0,208333333;0,104166667;0,229166667;0;0;0;4,925925926;0,375;32,51851852;0;0;0,166666667;0,041666667;1,125;0;4,708333333;0;8;18;83;0;8;15;0
0,05463608;0,084406295;0,030042918;0,048640916;0,243204578;0,095851216;9,014244594;0,020028612;6,860758844;0,051502146;29,26911765;0;0,626609442;0,097281831;0,124463519;0,69241774;0,117310443;5,60944206;23;16;36;223;438;68;312;21
0,00139824;0,073170732;0,048780488;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,02143168;0,054421769;0,074829932;0,142857143;0,503401361;0,088435374;6,295650183;0,006802721;6,731746032;0,054421769;44,79206349;0;0,68707483;0,040816327;0,136054422;0,530612245;0,081632653;5,299319728;16;12;8;102;101;6;64;9
0,01909316;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;40,82086168;0;1,453125;0,09375;0,203125;1;0,15625;8,65625;16;8;7;101;93;6;34;9
0,0050594;0;0;0;0;0,142857143;4,2;0;5,111111111;0,357142857;44,36111111;0;0,5;0,142857143;0;1,571428571;0,214285714;4,5;9;8;5;104;7;2;16;1
0,01548426;0,109375;0,140625;0,1875;0,40625;0,046875;6,223126873;0;6,451428571;0,078125;51,29642857;0;0,78125;0,09375;0,234375;0,640625;0,09375;8,734375;11;8;5;114;50;6;43;5
0,01515952;0,01754386;0,192982456;0,175438596;0;0,105263158;5,584627329;0;6,633333333;0,052631579;29,325;0;0,789473684;0;0,087719298;0,526315789;0,122807018;4,385964912;9;8;3;66;45;0;29;6
0,00326662;0,090909091;0;0,090909091;0;0;12,5;0;2,833333333;0,272727273;31;0;0,545454545;0,181818182;0;1,090909091;0,363636364;2,727272727;18;4;3;68;6;2;9;3
0,01909292;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;40,8446712;0;1,453125;0,09375;0,203125;1;0,15625;8,65625;16;8;7;101;93;6;34;9
0,01780642;0,089285714;0,142857143;0,357142857;0,017857143;0,142857143;6,489636752;0,017857143;6,644444444;0,107142857;38,19259259;0;1,25;0,035714286;0,125;1,071428571;0,142857143;6,589285714;16;12;6;101;70;2;34;9
0,01725436;0,15;0,116666667;0,3;0,066666667;0,116666667;6,586858974;0,016666667;6,742857143;0,1;40,26640212;0;1,183333333;0,1;0,133333333;0,966666667;0,116666667;7,883333333;16;12;6;101;71;6;34;9
0,00419884;0,083333333;0;0;0;0;4,75;0;5,333333333;0,25;24,33333333;0;0,25;0;0;0,833333333;0;3,333333333;7;8;3;51;3;0;7;1
0,0424293;0,114925373;0,011940299;0,070149254;0,285074627;0,040298507;11,26062257;0,011940299;7,296832093;0,062686567;30,25816476;0,001492537;0,553731343;0,113432836;0,102985075;0,704477612;0,070149254;5,447761194;27;28;42;139;371;76;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,04677334;0,142857143;0,159468439;0,126245847;0;0,176079734;12,43820069;0,063122924;7,148474946;0,129568106;39,67642217;0,006644518;0,956810631;0,166112957;0,149501661;0,976744186;0,122923588;8,757475083;31;24;39;255;288;50;88;14
0,02139892;0,055172414;0,075862069;0,144827586;0,55862069;0,089655172;6,295650183;0,006896552;6,731746032;0,055172414;48,11349206;0;0,696551724;0,04137931;0,165517241;0,537931034;0,082758621;5,862068966;16;12;8;116;101;6;64;9
0,01523776;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,0167596;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,33694084;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,416666667;11;12;8;101;58;6;29;6
0,00588294;0,189189189;0,135135135;0;0,351351351;0,027027027;5,222222222;0,027027027;8,727272727;0,054054054;47,45454545;0;0,72972973;0,27027027;0,243243243;0,486486486;0,351351351;4,891891892;10;12;2;107;27;10;73;7
0,01562276;0,194029851;0,164179104;0,074626866;0;0,074626866;7,186868687;0;5,707070707;0,164179104;31,28535354;0;0,835820896;0,179104478;0,014925373;0,985074627;0,149253731;6,044776119;12;8;11;72;56;12;25;5
0,00539482;0,096774194;0;0;0;0,258064516;6,8125;0,032258065;7,2;0,096774194;36,06666667;0;0,709677419;0,193548387;0,064516129;0,967741935;0,322580645;5,032258065;13;12;3;79;22;6;20;3
0,01053512;0,135135135;0,067567568;0;0,216216216;0,135135135;7,576923077;0,121621622;8,038095238;0,054054054;37,40952381;0;0,72972973;0,486486486;0,243243243;0,864864865;0,337837838;7;14;16;4;125;54;36;133;20
0,01729906;0,185185185;0,12962963;0,62962963;0;0,074074074;5,114976959;0,055555556;7,50877193;0,074074074;37,13245614;0,037037037;1,648148148;0,259259259;0,074074074;1,740740741;0,240740741;7,574074074;12;16;4;135;89;14;66;21
0,02025728;0,051470588;0,080882353;0,154411765;0,588235294;0,073529412;6,348085248;0,007352941;6,754365079;0,058823529;52,08670635;0;0,683823529;0,044117647;0,213235294;0,588235294;0,095588235;6,625;14;12;8;114;93;6;43;6
0,00139824;0,272727273;0,204545455;0,181818182;0;0,545454545;4,982142857;0,113636364;11,51515152;0,045454545;45,21212121;0,022727273;1,272727273;1,204545455;0,113636364;1,5;0,022727273;12,04545455;13;20;2;160;56;53;83;20
0,00522284;0,090909091;0,272727273;0,136363636;0;0,090909091;6,5625;0;6,2;0,045454545;33,7;0;0,545454545;0,090909091;0;0,727272727;0,136363636;3,5;20;8;1;68;12;2;22;3
0,00139824;0;0,210526316;0,105263158;0;0;5,25;0;5,333333333;0,421052632;68,08333333;0;0,684210526;1,052631579;0,157894737;5,157894737;0,789473684;5,368421053;9;8;8;219;13;20;109;2
0,00139824;0,1875;0,104166667;0,229166667;0;0,291666667;1,646664447;0,0625;7,17991453;0,25;29,67649573;0,041666667;1;0,416666667;0,1875;1,875;0;9,666666667;7;16;12;74;48;20;13;5
0,02139908;0,055172414;0,075862069;0,144827586;0,55862069;0,089655172;6,295650183;0,006896552;6,731746032;0,055172414;47,57777778;0;0,696551724;0,04137931;0,165517241;0,537931034;0,082758621;5,662068966;16;12;8;108;101;6;64;9
0,02337962;0,25;0;0,354166667;0,0625;0,072916667;7,204876374;0,010416667;5,888886114;0,291666667;43,36702985;0;1,572916667;0,1875;0;1,833333333;0,572916667;6,208333333;21;12;28;143;151;18;65;10
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,02338058;0,258064516;0;0,365591398;0,032258065;0,075268817;7,003259241;0,010752688;5,888886114;0,301075269;42,82616446;0;1,623655914;0,193548387;0;1,892473118;0,591397849;6,408602151;21;12;28;143;151;18;63;10
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;3,2375;0,195121951;25,1625;0;0,536585366;0,097560976;0,12195122;0,829268293;0;3,414634146;6;6;8;70;22;4;17;3
0,04258722;0,113263785;0,01490313;0,070044709;0,283159463;0,04023845;11,29718171;0,011922504;7,283928867;0,062593145;29,99364863;0,001490313;0,55290611;0,110283159;0,102831595;0,706408346;0,070044709;5,424739195;27;28;42;139;371;74;292;9
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,02213744;0,040816327;0,074829932;0,142857143;0,530612245;0,088435374;6,616483516;0,006802721;6,646031746;0,054421769;46,12420635;0;0,693877551;0,027210884;0,163265306;0,544217687;0,081632653;4,884353741;16;12;8;110;102;4;64;9
0,02313336;0,037878788;0,053030303;0,03030303;0,303030303;0,159090909;6,772569444;0;5,785416667;0,068181818;33,47708333;0;0,515151515;0,045454545;0,053030303;0,696969697;0,113636364;2,689393939;19;8;9;79;68;6;41;3
0,00139824;0,044444444;0,111111111;0,088888889;0,4;0,177777778;1,567460317;0,022222222;3,154166667;0,177777778;25,425;0;0,511111111;0,088888889;0,111111111;0,755555556;0;2,955555556;6;6;8;72;23;4;25;3
0,00271228;0;0;0;0;0,115384615;3,194444444;0,076923077;5,481481481;0,230769231;20,88888889;0;0,269230769;0,076923077;0;0,923076923;0,230769231;4,769230769;12;12;6;48;7;2;8;2
0,01523944;0,004938272;0;0,02962963;0,520987654;0,014814815;6,063470497;0;10,58928571;0,009876543;39,77232143;0;0,125925926;0,004938272;0,017283951;0,09382716;0,022222222;0,2;11;12;4;86;51;2;120;6
0,01551594;0,106382979;0,063829787;0,191489362;0;0,127659574;6,653977273;0;6,483333333;0,106382979;40,26041667;0;1,14893617;0,085106383;0,191489362;0,723404255;0,170212766;8,531914894;15;8;5;74;54;4;28;5
0,02315212;0,114967462;0,093275488;0,052060738;0,334056399;0,060737527;6,595912935;0,021691974;6,75607104;0,091106291;34,86734597;0,004338395;0,737527115;0,09978308;0,273318872;0,937093275;0,05856833;1,553145336;23;16;42;114;340;46;325;10
0,00529252;0,115384615;0;0;0;0,173076923;4,655555556;0,076923077;6,073989899;0,153846154;21,18308081;0;0,442307692;0,115384615;0;0,807692308;0,153846154;5,25;10;12;8;61;23;6;19;2
0,01986934;0,131578947;0,096491228;0,096491228;0,201754386;0,114035088;5,816187243;0,01754386;6,507142857;0,096491228;41,32827381;0;0,868421053;0,333333333;0,245614035;0,701754386;0,377192982;5,456140351;10;12;11;106;99;38;90;11
0,04859094;0,11238825;0,051085568;0,067688378;0,269476373;0,037037037;10,92027316;0,011494253;7,228577195;0,06385696;29,70435219;0,001277139;0,536398467;0,104725415;0,099616858;0,674329502;0,072796935;5,332056194;27;28;50;139;420;82;327;12
0,00139824;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
0,01868308;0,123287671;0,123287671;0,191780822;0,383561644;0,068493151;6,517965587;0,01369863;3,333333333;0,082191781;43,48666667;0;1,02739726;0,054794521;0;0,849315068;0,260273973;2,821917808;16;6;6;101;75;4;45;7
0,0384116;0;0,285714286;0;0,333333333;0;8,5;0;5,333333333;0,047619048;27;0;0,095238095;0;0;0,380952381;0;0,904761905;13;8;1;39;2;0;10;1
0,00600002;0,107142857;0,107142857;0,035714286;0,357142857;0,071428571;9,043650794;0;5,911111111;0,071428571;30,75555556;0;0,5;0,071428571;0;0,642857143;0,035714286;3,285714286;20;8;2;67;14;2;20;3
0,0270914;0,083333333;0,138888889;0,111111111;0,277777778;0;8,763888889;0;3,20952381;0,055555556;25,70238095;0;0,611111111;0,055555556;0;0,833333333;0,055555556;2,25;15;4;2;87;22;2;22;4
0,00129714;0,12;0,12;0,16;0,08;0,32;1,614583333;0;3,1;0,32;26,9625;0;0,88;0,08;0,2;1,2;0;5;6;4;8;70;22;2;17;3
0,00549028;0,096774194;0,161290323;0,096774194;0,35483871;0,064516129;6,25;0;3,083333333;0,096774194;37,20833333;0;0,709677419;0,064516129;0;0,774193548;0,193548387;2,064516129;8;4;3;76;22;2;34;5
0,0339733;0,054054054;0,216216216;0,094594595;0,418918919;0,054054054;8,250793651;0;5,920634921;0,081081081;35,95039683;0;0,540540541;0,027027027;0,013513514;0,648648649;0,081081081;2,824324324;16;8;6;96;40;2;18;4
0,00428236;0,083333333;0,25;0,027777778;0,305555556;0,055555556;5,583333333;0;2,955555556;0,055555556;22,74444444;0;0,388888889;0,055555556;0;0,555555556;0,055555556;1,527777778;20;4;2;65;14;2;20;3
0,01355702;0,180327869;0,163934426;0,114754098;0;0,245901639;6,399007937;0;6,296031746;0,147540984;33,01676587;0;0,967213115;0,163934426;0,016393443;1,016393443;0,245901639;6,295081967;12;8;9;72;59;10;25;5
0,00330298;0,125;0;0;0;0;9;0;5;0,125;19,25;0;0,125;0;0;0,5;0;3,125;9;8;1;35;1;0;8;1
0,01523488;0,037735849;0;0,226415094;0,037735849;0,113207547;6,063470497;0;6,589285714;0,075471698;38,77232143;0;0,962264151;0,037735849;0,132075472;0,716981132;0,169811321;1,528301887;11;8;4;85;51;2;108;6
0,00427822;0;0,045454545;0;0,045454545;0,272727273;2,499393939;0,045454545;5,266666667;0,409090909;37,55;0;0,863636364;0,090909091;0,136363636;1,818181818;0,545454545;4,5;9;12;9;101;19;2;17;5
0,02293368;0,062937063;0,104895105;0,097902098;0,13986014;0,146853147;7,356792717;0,048951049;7,368717735;0,118881119;32,57303651;0;0,685314685;0,083916084;0,076923077;0,713286713;0,160839161;5,881118881;35;13;17;87;98;12;45;7
0,01521094;0,19047619;0,19047619;0,079365079;0;0,079365079;7,06031746;0;5,73015873;0,158730159;32,16984127;0;0,825396825;0,158730159;0,015873016;0,952380952;0,158730159;5,888888889;12;8;10;72;52;10;25;5
0,01909324;0,109375;0,140625;0,234375;0;0,203125;6,270538985;0;6,547845805;0,109375;40,89229025;0;1,453125;0,09375;0,203125;1;0,15625;8,65625;16;8;7;101;93;6;34;9
0,01675768;0,116666667;0,1;0,183333333;0,166666667;0,116666667;6,42718254;0,016666667;6,402886003;0,133333333;46,0988456;0;0,966666667;0,1;0,166666667;0,8;0,133333333;8,4;11;12;8;101;58;6;29;6
0,04354438;0,149122807;0,013157895;0,184210526;0,074561404;0,109649123;6,795297089;0,043859649;7,080557351;0,109649123;44,10550887;0,043859649;1,26754386;0,228070175;0,228070175;1,026315789;0,578947368;7,26754386;18;16;25;150;289;52;160;26
0,07179686;0,160447761;0,014925373;0,130597015;0,145522388;0,205223881;7,701757683;0,055970149;6,734878878;0,108208955;52,48802212;0,003731343;1,149253731;0,373134328;0,130597015;0,925373134;0,350746269;6,100746269;24;16;29;94;308;100;95;20
0,02151656;0,159235669;0,108280255;0,063694268;0,127388535;0,127388535;8,291482494;0,076433121;7,47506105;0,082802548;27,83846917;0,031847134;0,796178344;0,242038217;0,197452229;0,98089172;0,146496815;3,624203822;22;16;13;130;125;38;65;6
0,00521604;0,083333333;0;0,083333333;0,041666667;0,208333333;9,25;0;6;0,083333333;38,91666667;0;0,666666667;0,083333333;0;0,666666667;0,208333333;3,416666667;12;8;2;57;16;2;23;2
0,01923542;0,108974359;0,166666667;0,108974359;0,423076923;0,102564103;6,654319429;0,006410256;6,248677249;0,076923077;45,25529101;0,012820513;0,653846154;0,102564103;0,025641026;0,692307692;0,16025641;3,294871795;12;12;12;103;102;16;86;9
0,00129714;0,2;0,2;0,2;0,1;0,2;2,2;0;5,333333333;0,4;37,33333333;0;1;0;0,2;2;0;6,4;7;8;4;74;10;0;8;2
0,00130156;0,12;0,12;0,16;0,08;0,32;1,614583333;0;5,1;0,16;27,8375;0;0,88;0,08;0,2;1,2;0;6,28;6;6;4;67;22;2;17;3
0,01099218;0,104166667;0,125;0,229166667;0,208333333;0,0625;5,945299145;0,041666667;6,444444444;0,145833333;39,87111111;0;1,1875;0,083333333;0,145833333;1,25;0,145833333;6,375;10;12;7;87;57;4;34;6
0,006113;0,058823529;0;0,117647059;0,088235294;0,029411765;5,541025641;0,058823529;6;0,088235294;32,69444444;0;0,588235294;0;0,088235294;0,529411765;0,147058824;4,294117647;8;8;3;57;20;0;23;4
0,02100174;0,029850746;0,074626866;0,156716418;0,544776119;0,097014925;6,252171638;0,007462687;6,795464853;0,052238806;45,31337868;0;0,71641791;0,014925373;0,149253731;0,552238806;0,082089552;4,71641791;16;12;7;102;96;2;64;9
0,0390857;0,1105919;0,018691589;0,074766355;0,275700935;0,03894081;10,30062652;0,012461059;7,191558156;0,066978193;29,89372543;0,001557632;0,551401869;0,115264798;0,099688474;0,700934579;0,07165109;5,295950156;22;28;43;139;354;74;289;9
0,00129714;0,073170732;0,097560976;0,097560976;0,341463415;0,195121951;1,614583333;0,024390244;6,475;0,195121951;28,4;0;0,536585366;0,097560976;0,12195122;0,829268293;0;5,12195122;6;12;8;72;22;4;17;3
